Latitude,Longitude,Crash Death Count,Crash Month,Crash Possible Injury Count,Crash Severity,Crash Suspected Serious Injury Count,Crash Time,Crash Total Injury Count,Crash Year,Day of Week,Manner of Collision,Street Name,Street Number,Surface Condition,Surface Type,Surface Width,Weather Condition,Person Age,Person Death Count,Person Ethnicity,Person Total Injury Count,Person Type,Physical Location of An Occupant,Crash ID,Crash Date
29.84727995,-95.50262562,0,2,1,C - POSSIBLE INJURY,0,125,1,2018,WEDNESDAY,ANGLE - ONE STRAIGHT-ONE STOPPED,US0290,NO DATA,2 - WET,No Data,110,3 - RAIN,20,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16266915,2/21/2018
29.84727995,-95.50262562,0,2,1,C - POSSIBLE INJURY,0,125,1,2018,WEDNESDAY,ANGLE - ONE STRAIGHT-ONE STOPPED,US0290,NO DATA,2 - WET,No Data,110,3 - RAIN,20,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,5 - SECOND SEAT CENTER,16266915,2/21/2018
29.84727995,-95.50262562,0,2,1,C - POSSIBLE INJURY,0,125,1,2018,WEDNESDAY,ANGLE - ONE STRAIGHT-ONE STOPPED,US0290,NO DATA,2 - WET,No Data,110,3 - RAIN,20,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16266915,2/21/2018
29.84727995,-95.50262562,0,2,1,C - POSSIBLE INJURY,0,125,1,2018,WEDNESDAY,ANGLE - ONE STRAIGHT-ONE STOPPED,US0290,NO DATA,2 - WET,No Data,110,3 - RAIN,19,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16266915,2/21/2018
29.84727995,-95.50262562,0,2,1,C - POSSIBLE INJURY,0,125,1,2018,WEDNESDAY,ANGLE - ONE STRAIGHT-ONE STOPPED,US0290,NO DATA,2 - WET,No Data,110,3 - RAIN,28,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16266915,2/21/2018
29.67317703,-95.57737062,0,2,0,B - SUSPECTED MINOR INJURY,0,720,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,LEAWOOD BLVD,9760,1 - DRY,No Data,No Data,1 - CLEAR,50,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16272764,2/21/2018
29.67317703,-95.57737062,0,2,0,B - SUSPECTED MINOR INJURY,0,720,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,LEAWOOD BLVD,9760,1 - DRY,No Data,No Data,1 - CLEAR,30,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16272764,2/21/2018
29.67317703,-95.57737062,0,2,0,B - SUSPECTED MINOR INJURY,0,720,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,LEAWOOD BLVD,9760,1 - DRY,No Data,No Data,1 - CLEAR,9,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,4 - SECOND SEAT LEFT OR MOTORCYCLE BACK PASSENGER,16272764,2/21/2018
29.67317703,-95.57737062,0,2,0,B - SUSPECTED MINOR INJURY,0,720,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,LEAWOOD BLVD,9760,1 - DRY,No Data,No Data,1 - CLEAR,7,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,6 - SECOND SEAT RIGHT,16272764,2/21/2018
29.67317703,-95.57737062,0,2,0,B - SUSPECTED MINOR INJURY,0,720,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,LEAWOOD BLVD,9760,1 - DRY,No Data,No Data,1 - CLEAR,26,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16272764,2/21/2018
29.77280809,-95.23151539,0,2,0,B - SUSPECTED MINOR INJURY,0,2238,1,2018,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,IH0010,NO DATA,2 - WET,No Data,96,3 - RAIN,39,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16319669,2/21/2018
29.77280809,-95.23151539,0,2,0,B - SUSPECTED MINOR INJURY,0,2238,1,2018,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,IH0010,NO DATA,2 - WET,No Data,96,3 - RAIN,31,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16319669,2/21/2018
29.77280809,-95.23151539,0,2,0,B - SUSPECTED MINOR INJURY,0,2238,1,2018,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,IH0010,NO DATA,2 - WET,No Data,96,3 - RAIN,21,0,H - HISPANIC,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16319669,2/21/2018
29.77280809,-95.23151539,0,2,0,B - SUSPECTED MINOR INJURY,0,2238,1,2018,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,IH0010,NO DATA,2 - WET,No Data,96,3 - RAIN,2,0,H - HISPANIC,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16319669,2/21/2018
29.77280809,-95.23151539,0,2,0,B - SUSPECTED MINOR INJURY,0,2238,1,2018,WEDNESDAY,OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED,IH0010,NO DATA,2 - WET,No Data,96,3 - RAIN,No Data,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16319669,2/21/2018
29.59917484,-95.45221254,0,2,2,C - POSSIBLE INJURY,0,630,2,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WICKVIEW LN,4869,2 - WET,No Data,No Data,3 - RAIN,54,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16262161,2/22/2018
29.59917484,-95.45221254,0,2,2,C - POSSIBLE INJURY,0,630,2,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WICKVIEW LN,4869,2 - WET,No Data,No Data,3 - RAIN,29,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16262161,2/22/2018
29.59917484,-95.45221254,0,2,2,C - POSSIBLE INJURY,0,630,2,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WICKVIEW LN,4869,2 - WET,No Data,No Data,3 - RAIN,32,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16262161,2/22/2018
No Data,No Data,0,2,1,A - SUSPECTED SERIOUS INJURY,1,800,2,2018,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,WECKFORD BLVD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,46,0,A - ASIAN,1,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16263995,2/22/2018
No Data,No Data,0,2,1,A - SUSPECTED SERIOUS INJURY,1,800,2,2018,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,WECKFORD BLVD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,18,0,A - ASIAN,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16263995,2/22/2018
No Data,No Data,0,2,1,A - SUSPECTED SERIOUS INJURY,1,800,2,2018,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,WECKFORD BLVD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,34,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16263995,2/22/2018
No Data,No Data,0,2,1,A - SUSPECTED SERIOUS INJURY,1,800,2,2018,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,WECKFORD BLVD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,9,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16263995,2/22/2018
No Data,No Data,0,2,1,A - SUSPECTED SERIOUS INJURY,1,800,2,2018,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,WECKFORD BLVD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,13,0,B - BLACK,0,2 - PASSENGER/OCCUPANT,6 - SECOND SEAT RIGHT,16263995,2/22/2018
No Data,No Data,0,2,1,A - SUSPECTED SERIOUS INJURY,1,800,2,2018,THURSDAY,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,WECKFORD BLVD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,18,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16263995,2/22/2018
29.69636345,-95.29185486,0,2,1,C - POSSIBLE INJURY,0,2117,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0610,NO DATA,1 - DRY,No Data,92,1 - CLEAR,57,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16269063,2/22/2018
29.69636345,-95.29185486,0,2,1,C - POSSIBLE INJURY,0,2117,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0610,NO DATA,1 - DRY,No Data,92,1 - CLEAR,48,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16269063,2/22/2018
29.70080481,-95.3456831,0,2,1,C - POSSIBLE INJURY,0,1230,1,2018,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,GRIGGS RD,NO DATA,2 - WET,No Data,No Data,2 - CLOUDY,18,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16271845,2/22/2018
29.70080481,-95.3456831,0,2,1,C - POSSIBLE INJURY,0,1230,1,2018,THURSDAY,ONE MOTOR VEHICLE - TURNING LEFT,GRIGGS RD,NO DATA,2 - WET,No Data,No Data,2 - CLOUDY,82,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16271845,2/22/2018
29.66097395,-95.42847834,0,2,0,B - SUSPECTED MINOR INJURY,0,300,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,HOLMES RD,700,99 - UNKNOWN,No Data,No Data,99 - UNKNOWN,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16264466,2/23/2018
29.66097395,-95.42847834,0,2,0,B - SUSPECTED MINOR INJURY,0,300,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,HOLMES RD,700,99 - UNKNOWN,No Data,No Data,99 - UNKNOWN,51,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16264466,2/23/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,1315,1,2018,FRIDAY,ONE MOTOR VEHICLE - BACKING,ASTORIA BLVD,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16264792,2/23/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,1315,1,2018,FRIDAY,ONE MOTOR VEHICLE - BACKING,ASTORIA BLVD,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,45,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16264792,2/23/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,630,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,GESSNER DR,NO DATA,2 - WET,No Data,No Data,3 - RAIN,52,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16265181,2/23/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,630,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,GESSNER DR,NO DATA,2 - WET,No Data,No Data,3 - RAIN,35,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16265181,2/23/2018
29.81863615,-95.24293984,0,2,0,B - SUSPECTED MINOR INJURY,0,1921,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BU0090U,10700,1 - DRY,No Data,44,2 - CLOUDY,29,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16266473,2/23/2018
29.81863615,-95.24293984,0,2,0,B - SUSPECTED MINOR INJURY,0,1921,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BU0090U,10700,1 - DRY,No Data,44,2 - CLOUDY,8,0,H - HISPANIC,0,2 - PASSENGER/OCCUPANT,4 - SECOND SEAT LEFT OR MOTORCYCLE BACK PASSENGER,16266473,2/23/2018
29.81863615,-95.24293984,0,2,0,B - SUSPECTED MINOR INJURY,0,1921,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BU0090U,10700,1 - DRY,No Data,44,2 - CLOUDY,4,0,H - HISPANIC,0,2 - PASSENGER/OCCUPANT,8 - THIRD SEAT CENTER,16266473,2/23/2018
29.81863615,-95.24293984,0,2,0,B - SUSPECTED MINOR INJURY,0,1921,1,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BU0090U,10700,1 - DRY,No Data,44,2 - CLOUDY,64,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16266473,2/23/2018
29.66748222,-95.59432402,1,2,0,K - FATAL INJURY,0,2215,0,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,KEEGAN RD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,No Data,0,99 - UNKNOWN,0,1 - DRIVER,99 - UNKNOWN,16279636,2/23/2018
29.66748222,-95.59432402,1,2,0,K - FATAL INJURY,0,2215,0,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,KEEGAN RD,NO DATA,2 - WET,No Data,No Data,3 - RAIN,34,1,B - BLACK,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16279636,2/23/2018
No Data,No Data,0,2,2,A - SUSPECTED SERIOUS INJURY,1,2245,3,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,PIERCE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,23,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16288285,2/23/2018
No Data,No Data,0,2,2,A - SUSPECTED SERIOUS INJURY,1,2245,3,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,PIERCE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,23,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16288285,2/23/2018
No Data,No Data,0,2,2,A - SUSPECTED SERIOUS INJURY,1,2245,3,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,PIERCE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,22,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16288285,2/23/2018
No Data,No Data,0,2,2,A - SUSPECTED SERIOUS INJURY,1,2245,3,2018,FRIDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,PIERCE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,25,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16288285,2/23/2018
29.7534448,-95.36638309,0,2,1,C - POSSIBLE INJURY,0,928,1,2018,SATURDAY,ONE MOTOR VEHICLE - TURNING RIGHT,CLAY ST,1099,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16275969,2/24/2018
29.7534448,-95.36638309,0,2,1,C - POSSIBLE INJURY,0,928,1,2018,SATURDAY,ONE MOTOR VEHICLE - TURNING RIGHT,CLAY ST,1099,1 - DRY,No Data,No Data,1 - CLEAR,62,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16275969,2/24/2018
29.89651867,-95.41222917,0,2,1,A - SUSPECTED SERIOUS INJURY,1,2305,2,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0045,NO DATA,2 - WET,No Data,172,6 - FOG,44,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16279492,2/25/2018
29.89651867,-95.41222917,0,2,1,A - SUSPECTED SERIOUS INJURY,1,2305,2,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0045,NO DATA,2 - WET,No Data,172,6 - FOG,61,0,H - HISPANIC,0,2 - PASSENGER/OCCUPANT,3 - FRONT RIGHT,16279492,2/25/2018
29.89651867,-95.41222917,0,2,1,A - SUSPECTED SERIOUS INJURY,1,2305,2,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0045,NO DATA,2 - WET,No Data,172,6 - FOG,22,0,B - BLACK,1,2 - PASSENGER/OCCUPANT,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16279492,2/25/2018
29.89651867,-95.41222917,0,2,1,A - SUSPECTED SERIOUS INJURY,1,2305,2,2018,SUNDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,IH0045,NO DATA,2 - WET,No Data,172,6 - FOG,24,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16279492,2/25/2018
29.65614758,-95.50340732,0,2,0,A - SUSPECTED SERIOUS INJURY,1,51,1,2018,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,W BELLFORT AVE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,66,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16271445,2/26/2018
29.65614758,-95.50340732,0,2,0,A - SUSPECTED SERIOUS INJURY,1,51,1,2018,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,W BELLFORT AVE,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,53,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16271445,2/26/2018
29.74103165,-95.45809937,0,2,1,C - POSSIBLE INJURY,0,1900,1,2018,MONDAY,ONE MOTOR VEHICLE - TURNING RIGHT,IH0610,NO DATA,1 - DRY,No Data,96,1 - CLEAR,66,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16275378,2/26/2018
29.74103165,-95.45809937,0,2,1,C - POSSIBLE INJURY,0,1900,1,2018,MONDAY,ONE MOTOR VEHICLE - TURNING RIGHT,IH0610,NO DATA,1 - DRY,No Data,96,1 - CLEAR,56,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16275378,2/26/2018
29.73721886,-95.53479236,0,2,1,C - POSSIBLE INJURY,0,1400,1,2018,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM1093,9599,1 - DRY,No Data,90,1 - CLEAR,60,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16278064,2/26/2018
29.73721886,-95.53479236,0,2,1,C - POSSIBLE INJURY,0,1400,1,2018,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FM1093,9599,1 - DRY,No Data,90,1 - CLEAR,90,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16278064,2/26/2018
29.69233903,-95.4146314,0,2,0,N - NOT INJURED,0,2151,0,2018,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,UA0090,NO DATA,1 - DRY,No Data,66,1 - CLEAR,40,0,I - AMER. INDIAN/ALASKAN NATIVE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16282569,2/26/2018
29.69233903,-95.4146314,0,2,0,N - NOT INJURED,0,2151,0,2018,MONDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,UA0090,NO DATA,1 - DRY,No Data,66,1 - CLEAR,64,0,B - BLACK,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16282569,2/26/2018
29.72586025,-95.47638319,0,2,1,C - POSSIBLE INJURY,0,708,1,2018,TUESDAY,ONE MOTOR VEHICLE - TURNING RIGHT,IH0069,NO DATA,2 - WET,No Data,144,3 - RAIN,42,0,H - HISPANIC,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16271712,2/27/2018
29.72586025,-95.47638319,0,2,1,C - POSSIBLE INJURY,0,708,1,2018,TUESDAY,ONE MOTOR VEHICLE - TURNING RIGHT,IH0069,NO DATA,2 - WET,No Data,144,3 - RAIN,43,0,W - WHITE,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16271712,2/27/2018
No Data,No Data,0,2,0,B - SUSPECTED MINOR INJURY,0,1818,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RANCHESTER DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,50,0,A - ASIAN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16273158,2/27/2018
No Data,No Data,0,2,0,B - SUSPECTED MINOR INJURY,0,1818,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,RANCHESTER DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,10,0,A - ASIAN,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16273158,2/27/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,2030,1,2018,TUESDAY,ONE MOTOR VEHICLE - BACKING,IH0045,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16277418,2/27/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,2030,1,2018,TUESDAY,ONE MOTOR VEHICLE - BACKING,IH0045,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,67,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16277418,2/27/2018
29.74947564,-95.37082962,0,2,0,B - SUSPECTED MINOR INJURY,0,59,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,PIERCE ST,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,33,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16279515,2/27/2018
29.74947564,-95.37082962,0,2,0,B - SUSPECTED MINOR INJURY,0,59,1,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,PIERCE ST,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,1,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16279515,2/27/2018
No Data,No Data,0,2,0,N - NOT INJURED,0,1643,0,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FULTON ST,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16291557,2/27/2018
No Data,No Data,0,2,0,N - NOT INJURED,0,1643,0,2018,TUESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,FULTON ST,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,65,0,B - BLACK,0,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16291557,2/27/2018
29.7944048,-95.39426308,0,2,0,B - SUSPECTED MINOR INJURY,0,1645,2,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,E 13TH ST,398,1 - DRY,No Data,No Data,1 - CLEAR,46,0,A - ASIAN,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16275709,2/28/2018
29.7944048,-95.39426308,0,2,0,B - SUSPECTED MINOR INJURY,0,1645,2,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,E 13TH ST,398,1 - DRY,No Data,No Data,1 - CLEAR,17,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16275709,2/28/2018
29.7944048,-95.39426308,0,2,0,B - SUSPECTED MINOR INJURY,0,1645,2,2018,WEDNESDAY,ONE MOTOR VEHICLE - TURNING LEFT,E 13TH ST,398,1 - DRY,No Data,No Data,1 - CLEAR,17,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16275709,2/28/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,950,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - BACKING,S GESSNER DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,No Data,0,99 - UNKNOWN,0,1 - DRIVER,99 - UNKNOWN,16278891,2/28/2018
No Data,No Data,0,2,1,C - POSSIBLE INJURY,0,950,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - BACKING,S GESSNER DR,NO DATA,1 - DRY,No Data,No Data,1 - CLEAR,56,0,H - HISPANIC,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16278891,2/28/2018
No Data,No Data,0,2,0,B - SUSPECTED MINOR INJURY,0,1015,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BISSONNET ST,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,No Data,0,B - BLACK,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16290009,2/28/2018
No Data,No Data,0,2,0,B - SUSPECTED MINOR INJURY,0,1015,1,2018,WEDNESDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,BISSONNET ST,NO DATA,1 - DRY,No Data,No Data,2 - CLOUDY,54,0,B - BLACK,1,4 - PEDESTRIAN,"16 - PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",16290009,2/28/2018
29.7704448,-95.40946308,0,3,1,C - POSSIBLE INJURY,0,1507,1,2018,THURSDAY,ONE MOTOR VEHICLE - GOING STRAIGHT,WASHINGTON AVE,4799,1 - DRY,No Data,No Data,1 - CLEAR,36,0,W - WHITE,0,1 - DRIVER,1 - FRONT LEFT OR MOTORCYCLE DRIVER,16275714,3/1/2018
